input,gold_hard,llm_soft,llm_hard
"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth's best soundtrack in years . 
",positive,"[{' positive': 0.0, ' negative': -17.571724, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"even in its most tedious scenes , russian ark is mesmerizing . 
",positive,"[{' positive': 0.0, ' negative': -17.490158, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"short-story quaint , touchingly mending a child's pain for his dead mother via communication with an old woman straight out of eudora welty . 
",positive,"[{' positive': 0.0, ' negative': -16.809425, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"provides a satisfactory overview of the bizarre world of extreme athletes as several daredevils express their own views . 
",positive,"[{' positive': 0.0, ' negative': -17.61316, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"a refreshing korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters . 
",positive,"[{' positive': 0.0, ' negative': -17.71878, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"[anderson] uses a hit-or-miss aesthetic that hits often enough to keep the film entertaining even if none of it makes a lick of sense . 
",positive,"[{' positive': -0.00027637713, ' negative': -8.193979, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"just a bloody mess . 
",negative,"[{' negative': 0.0, ' positive': -19.107803, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"the movie is our story as much as it is schmidt's , no matter if it's viewed as a self-reflection or cautionary tale . 
",positive,"[{' positive': 0.0, ' negative': -17.80789, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"disney again ransacks its archives for a quick-buck sequel . 
",negative,"[{' negative': 0.0, ' positive': -18.1893, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"what makes this film special is serry's ability to take what is essentially a contained family conflict and put it into a much larger historical context . 
",positive,"[{' positive': 0.0, ' negative': -16.744698, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"altogether , this is successful as a film , while at the same time being a most touching reconsideration of the familiar masterpiece . 
",positive,"[{' positive': 0.0, ' negative': -18.386564, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"this romantic thriller is steeped in the atmosphere of wartime england , and ably captures the speech patterns , moral codes and ideals of the 1940s . 
",positive,"[{' positive': 0.0, ' negative': -17.422256, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the 3-d vistas from orbit , with the space station suspended like a huge set of wind chimes over the great blue globe , are stanzas of breathtaking , awe-inspiring visual poetry . 
",positive,"[{' positive': 0.0, ' negative': -17.95967, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"possibly the most irresponsible picture ever released by a major film studio . 
",negative,"[{' negative': 0.0, ' positive': -18.660307, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"blessed with immense physical prowess he may well be , but ahola is simply not an actor . and in truth , cruel as it may sound , he makes arnold schwarzenegger look like spencer tracy . 
",negative,"[{' negative': 0.0, ' positive': -17.352425, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"if it tried to do anything more , it would fail and perhaps explode , but at this level of manic whimsy , it is just about right . 
",positive,"[{' positive': -1.8841804e-07, ' negative': -15.418587, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"kung pow is oedekerk's realization of his childhood dream to be in a martial-arts flick , and proves that sometimes the dreams of youth should remain just that . 
",negative,"[{' negative': -5.6460554e-05, ' positive': -9.78107, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"bearable . barely . 
",negative,"[{' negative': -0.021711607, ' positive': -3.840742, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"it's the humanizing stuff that will probably sink the film for anyone who doesn't think about percentages all day long . 
",negative,"[{' negative': 0.0, ' positive': -18.462683, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"don't expect any subtlety from this latest entry in the increasingly threadbare gross-out comedy cycle . 
",negative,"[{' negative': 0.0, ' positive': -19.591057, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"hoffman notches in the nuances of pain , but his smart , edgy voice and waddling profile ( emphasized here ) accent the humor of wilson's plight , and that saves his pathos from drippiness . 
",positive,"[{' positive': -1.8841804e-07, ' negative': -15.518105, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"[the film] tackles the topic of relationships in such a straightforward , emotionally honest manner that by the end , it's impossible to ascertain whether the film is , at its core , deeply pessimistic or quietly hopeful . 
",positive,"[{' positive': -0.0001735385, ' negative': -8.659398, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"some movies suck you in despite their flaws , and heaven is one such beast . 
",positive,"[{' positive': -9.055464e-07, ' negative': -13.8400345, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"for most of its footage , the new thriller proves that director m . night shyamalan can weave an eerie spell and that mel gibson can gasp , shudder and even tremble without losing his machismo . 
",positive,"[{' positive': 0.0, ' negative': -16.728348, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"jacquot has filmed the opera exactly as the libretto directs , ideally capturing the opera's drama and lyricism . 
",positive,"[{' positive': 0.0, ' negative': -16.809685, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"while its careful pace and seemingly opaque story may not satisfy every moviegoer's appetite , the film's final scene is soaringly , transparently moving . 
",positive,"[{' positive': 0.0, ' negative': -16.90268, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"here's a self-congratulatory 3d imax rah-rah . 
",negative,"[{' negative': -3.076318e-07, ' positive': -15.025551, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"interview with the assassin is structured less as a documentary and more as a found relic , and as such the film has a difficult time shaking its blair witch project real-time roots . 
",negative,"[{' negative': 0.0, ' positive': -17.230947, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"the movie enters a realm where few non-porn films venture , and comes across as darkly funny , energetic , and surprisingly gentle . 
",positive,"[{' positive': 0.0, ' negative': -17.655739, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"it's good , hard-edged stuff , violent and a bit exploitative but also nicely done , morally alert and street-smart . 
",positive,"[{' positive': 0.0, ' negative': -16.722557, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"could as easily have been called 'under siege 3 : in alcatraz' . . . a cinematic corpse that never springs to life . 
",negative,"[{' negative': 0.0, ' positive': -19.081284, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"it turns out to be a cut above the norm , thanks to some clever writing and sprightly acting . 
",positive,"[{' positive': 0.0, ' negative': -18.108389, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"it's endlessly inventive , consistently intelligent and sickeningly savage . 
",positive,"[{' positive': -6.827632e-08, ' negative': -15.742568, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"it has the air of a surprisingly juvenile lark , a pop-influenced prank whose charms are immediately apparent and wear thin with repetition . 
",negative,"[{' negative': -9.830563e-05, ' positive': -9.227415, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"the spaniel-eyed jean reno infuses hubert with a mixture of deadpan cool , wry humor and just the measure of tenderness required to give this comic slugfest some heart . 
",positive,"[{' positive': 0.0, ' negative': -17.044708, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"a domestic melodrama with weak dialogue and biopic cliches . 
",negative,"[{' negative': 0.0, ' positive': -18.80368, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"no worse than a lot of the crap we've been offered this summer , and slightly better than men in black 2 as far as slapdash extraterrestrial comedies go . 
",negative,"[{' positive': -5.0022347e-05, ' negative': -9.90279, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the am-radio soundtrack and game cast -- tierney and the inimitable walken especially -- keep this unusual comedy from choking on its own conceit . 
",positive,"[{' positive': -1.8841804e-07, ' negative': -15.091553, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"feels too formulaic and too familiar to produce the transgressive thrills of early underground work . 
",negative,"[{' negative': 0.0, ' positive': -18.756165, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"an engrossing portrait of uncompromising artists trying to create something original against the backdrop of a corporate music industry that only seems to care about the bottom line . 
",positive,"[{' positive': 0.0, ' negative': -17.431168, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"none of these characters resembles anyone you've ever met in real life , unless you happen to know annoyingly self-involved people who speak in glib sentences that could have only come from the pen of a screenwriter . 
",negative,"[{' negative': 0.0, ' positive': -18.036057, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"true to its title , it traps audiences in a series of relentlessly nasty situations that we would pay a considerable ransom not to be looking at . 
",negative,"[{' negative': 0.0, ' positive': -17.551908, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
" . . . watching this film nearly provoked me to take my own life . and if the hours wins 'best picture' i just might . 
",negative,"[{' negative': 0.0, ' positive': -17.522469, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"the characters are paper thin and the plot is so cliched and contrived that it makes your least favorite james bond movie seem as cleverly plotted as the usual suspects . 
",negative,"[{' negative': 0.0, ' positive': -19.745857, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"from its invitingly upbeat overture to its pathos-filled but ultimately life-affirming finale , martin is a masterfully conducted work . 
",positive,"[{' positive': 0.0, ' negative': -17.546318, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"one funny popcorn flick . 
",positive,"[{' positive': -6.827632e-08, ' negative': -15.616478, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"those of you who don't believe in santa claus probably also think that sequels can never capture the magic of the original . well , this movie proves you wrong on both counts . 
",positive,"[{' positive': -1.8841804e-07, ' negative': -15.087905, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"intensely romantic , thought-provoking and even an engaging mystery . 
",positive,"[{' positive': 0.0, ' negative': -18.038513, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the fourth "" pokemon "" is a diverting--if predictable--adventure suitable for a matinee , with a message that cautions children about disturbing the world's delicate ecological balance . 
",positive,"[{' positive': -5.460492e-07, ' negative': -14.415259, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"as banal as the telling may be -- and at times , all my loved ones more than flirts with kitsch -- the tale commands attention . 
",positive,"[{' positive': -3.076318e-07, ' negative': -14.979881, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"an unflinching look at the world's dispossessed . 
",positive,"[{' positive': -0.0012256374, ' negative': -6.704854, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"it throws quirky characters , odd situations , and off-kilter dialogue at us , all as if to say , "" look at this ! this is an interesting movie ! "" but the film itself is ultimately quite unengaging . 
",negative,"[{' negative': 0.0, ' positive': -17.615349, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"beautifully crafted and cooly unsettling . . . recreates the atmosphere of the crime expertly . 
",positive,"[{' positive': -6.827632e-08, ' negative': -15.601021, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"it's clear the filmmakers weren't sure where they wanted their story to go , and even more clear that they lack the skills to get us to this undetermined destination . 
",negative,"[{' negative': 0.0, ' positive': -19.860039, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"[newton]wanders through charlie completely unaware she needs to show some presence and star quality . 
",negative,"[{' negative': -1.2622395e-06, ' positive': -13.56951, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"sade achieves the near-impossible : it turns the marquis de sade into a dullard . 
",negative,"[{' negative': -6.827632e-08, ' positive': -16.018425, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"nothing short of wonderful with its ten-year-old female protagonist and its steadfast refusal to set up a dualistic battle between good and evil . 
",positive,"[{' positive': 0.0, ' negative': -17.445074, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"tadpole is a sophisticated , funny and good-natured treat , slight but a pleasure . 
",positive,"[{' positive': 0.0, ' negative': -18.040726, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the movie weighs no more than a glass of flat champagne . 
",negative,"[{' positive': -0.012930333, ' negative': -4.3546357, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"parker updates the setting in an attempt to make the film relevant today , without fully understanding what it was that made the story relevant in the first place . 
",negative,"[{' negative': 0.0, ' positive': -17.85089, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises
",negative,"[{' negative': 0.0, ' positive': -17.620575, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"if anything , see it for karen black , who camps up a storm as a fringe feminist conspiracy theorist named dirty dick . 
",negative,"[{' positive': -0.00014718683, ' negative': -8.823435, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"a cheap scam put together by some cynical creeps at revolution studios and imagine entertainment to make the suckers out there surrender $9 and 93 minutes of unrecoverable life . 
",negative,"[{' negative': 0.0, ' positive': -16.967306, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"the movie is so resolutely cobbled together out of older movies that it even uses a totally unnecessary prologue , just because it seems obligatory . 
",negative,"[{' negative': 0.0, ' positive': -18.55468, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"like the best of godard's movies . . . it is visually ravishing , penetrating , impenetrable . 
",positive,"[{' positive': -4.277735e-07, ' negative': -14.548202, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the only thing "" swept away "" is the one hour and thirty-three minutes spent watching this waste of time . 
",negative,"[{' negative': 0.0, ' positive': -17.787886, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"with amazing finesse , the film shadows heidi's trip back to vietnam and the city where her mother , mai thi kim , still lives . 
",positive,"[{' positive': 0.0, ' negative': -17.054296, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"though the film never veers from its comic course , its unintentional parallels might inadvertently evoke memories and emotions which are anything but humorous . 
",positive,"[{' negative': -0.26901993, ' positive': -1.4444654, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
" . . . a complete shambles of a movie so sloppy , so uneven , so damn unpleasant that i can't believe any viewer , young or old , would have a good time here . 
",negative,"[{' negative': 0.0, ' positive': -16.757072, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"this flat run at a hip-hop tootsie is so poorly paced you could fit all of pootie tang in between its punchlines . 
",negative,"[{' negative': 0.0, ' positive': -18.761328, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"as an actress , madonna is one helluva singer . as the mediterranean sparkles , 'swept away' sinks . 
",negative,"[{' negative': -0.0131480275, ' positive': -4.338053, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"the film's center will not hold . 
",negative,"[{' negative': 0.0, ' positive': -16.655777, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"too clever by about nine-tenths . 
",negative,"[{' negative': 0.0, ' positive': -16.832458, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"neil burger here succeeded in . . . making the mystery of four decades back the springboard for a more immediate mystery in the present . 
",positive,"[{' positive': -1.8841804e-07, ' negative': -15.461219, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"a chick flick for guys . 
",positive,"[{' positive': -2.665838e-05, ' negative': -10.530895, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"matches neorealism's impact by showing the humanity of a war-torn land filled with people who just want to live their lives . 
",positive,"[{' positive': 0.0, ' negative': -16.801682, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"this is an exercise not in biography but in hero worship . 
",negative,"[{' negative': -1.1430258e-06, ' positive': -13.679787, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"that storytelling has value cannot be denied . not even solondz's thirst for controversy , sketchy characters and immature provocations can fully succeed at cheapening it . 
",positive,"[{' positive': -6.827632e-08, ' negative': -15.927428, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"i hated every minute of it . 
",negative,"[{' negative': 0.0, ' positive': -18.042267, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"'tobey maguire is a poster boy for the geek generation . '
",positive,"[{' positive': -6.827632e-08, ' negative': -15.816208, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"an interesting look behind the scenes of chicago-based rock group wilco . . . 
",positive,"[{' positive': 0.0, ' negative': -18.292267, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"[it's] a clever thriller with enough unexpected twists to keep our interest . 
",positive,"[{' positive': -6.827632e-08, ' negative': -15.659218, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"[ "" safe conduct "" ] is a long movie at 163 minutes but it fills the time with drama , romance , tragedy , bravery , political intrigue , partisans and sabotage . viva le resistance ! 
",positive,"[{' positive': -6.827632e-08, ' negative': -15.90873, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"it finds its moviegoing pleasures in the tiny events that could make a person who has lived her life half-asleep suddenly wake up and take notice . 
",positive,"[{' positive': -6.827632e-08, ' negative': -16.62513, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the movie fails to portray its literarily talented and notorious subject as anything much more than a dirty old man . 
",negative,"[{' negative': 0.0, ' positive': -18.838654, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"it must be the end of the world : the best film so far this year is a franchise sequel starring wesley snipes . 
",positive,"[{' positive': -1.8841804e-07, ' negative': -15.310172, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"a movie that will touch the hearts of both children and adults , as well as bring audiences to the edge of their seats . 
",positive,"[{' positive': 0.0, ' negative': -18.041061, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"just about all of the film is confusing on one level or another , making ararat far more demanding than it needs to be . 
",negative,"[{' negative': 0.0, ' positive': -17.861038, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"as aimless as an old pickup skidding completely out of control on a long patch of black ice , the movie makes two hours feel like four . 
",negative,"[{' negative': 0.0, ' positive': -18.870514, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"if you're a fan of the series you'll love it and probably want to see it twice . i will be . 
",positive,"[{' positive': 0.0, ' negative': -17.24169, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"as expected , sayles' smart wordplay and clever plot contrivances are as sharp as ever , though they may be overshadowed by some strong performances . 
",positive,"[{' positive': -6.827632e-08, ' negative': -16.479797, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"it takes talent to make a lifeless movie about the most heinous man who ever lived . 
",negative,"[{' negative': 0.0, ' positive': -17.706985, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"predecessors the mummy and the mummy returns stand as intellectual masterpieces next to the scorpion king . 
",negative,"[{' positive': 0.0, ' negative': -17.89575, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"the ethos of the chelsea hotel may shape hawke's artistic aspirations , but he hasn't yet coordinated his own dv poetry with the beat he hears in his soul . 
",negative,"[{' positive': -0.0339035, ' negative': -3.4011364, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"77 minutes of pokemon may not last 4ever , it just seems like it does . my only wish is that celebi could take me back to a time before i saw this movie and i could just skip it . 
",negative,"[{' negative': 0.0, ' positive': -17.809309, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"this new time machine is hardly perfect yet it proves surprisingly serviceable . even at its worst , it's not half-bad . 
",positive,"[{' positive': -6.827632e-08, ' negative': -16.229073, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"a predictable , manipulative stinker . the story passes time until it's time for an absurd finale of twisted metal , fireballs and revenge . 
",negative,"[{' negative': 0.0, ' positive': -17.853226, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"an operatic , sprawling picture that's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length . 
",positive,"[{' positive': -6.827632e-08, ' negative': -16.295944, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"essentially "" fatal attraction "" remade for viewers who were in diapers when the original was released in 1987 . . . . this story gets sillier , not scarier , as it goes along . . . 
",negative,"[{' negative': 0.0, ' positive': -17.050985, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"i guess it just goes to show that if you give a filmmaker an unlimited amount of phony blood , nothing good can happen . 
",negative,"[{' negative': 0.0, ' positive': -17.009132, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"when 'science fiction' takes advantage of the fact that its intended audience hasn't yet had much science , it does a disservice to the audience and to the genre . 
",negative,"[{' negative': -6.827632e-08, ' positive': -15.990623, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"empire can't make up its mind whether it wants to be a gangster flick or an art film . it doesn't work as either . 
",negative,"[{' negative': 0.0, ' positive': -17.962355, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"its director's most substantial feature for some time . 
",positive,"[{' positive': -0.00095998903, ' negative': -6.9490414, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"fails to satisfactorily exploit its gender politics , genre thrills or inherent humor . 
",negative,"[{' negative': 0.0, ' positive': -17.6734, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"in a big corner office in hell , satan is throwing up his hands in surrender , is firing his r&d people , and has decided he will just screen the master of disguise 24/7 . 
",negative,"[{' negative': -4.4818075e-06, ' positive': -12.295459, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"writer-director randall wallace has bitten off more than he or anyone else could chew , and his movie veers like a drunken driver through heavy traffic . 
",negative,"[{' negative': 0.0, ' positive': -18.016058, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"the only time 8 crazy nights comes close to hitting a comedic or satirical target is during the offbeat musical numbers . 
",negative,"[{' negative': 0.0, ' positive': -17.16214, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"there's something fishy about a seasonal holiday kids' movie . . . that derives its moment of most convincing emotional gravity from a scene where santa gives gifts to grownups . 
",negative,"[{' negative': -1.6999666e-05, ' positive': -10.977105, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"it's a humble effort , but spiced with wry humor and genuine pathos , especially between morgan and redgrave . 
",positive,"[{' positive': 0.0, ' negative': -17.301329, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"though jackson doesn't always succeed in integrating the characters in the foreground into the extraordinarily rich landscape , it must be said that he is an imaginative filmmaker who can see the forest for the trees . 
",positive,"[{' positive': 0.0, ' negative': -17.694672, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"inconsequential road-and-buddy pic . 
",negative,"[{' negative': 0.0, ' positive': -18.184233, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"pretty much sucks , but has a funny moment or two . 
",negative,"[{' negative': 0.0, ' positive': -18.863127, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"an interesting psychological game of cat-and-mouse , three-dimensional characters and believable performances all add up to a satisfying crime drama . 
",positive,"[{' positive': 0.0, ' negative': -16.993309, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"it's a mystery how the movie could be released in this condition . 
",negative,"[{' negative': 0.0, ' positive': -19.857933, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"genuinely unnerving . 
",positive,"[{' negative': -0.010544708, ' positive': -4.5573893, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"[at least] moore is a real charmer . 
",negative,"[{' positive': 0.0, ' negative': -17.38632, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"ultimately the project comes across as clinical , detached , uninvolving , possibly prompting audience members to wonder , 'what's the point ? '
",negative,"[{' negative': 0.0, ' positive': -19.209892, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"in both the writing and cutting , it does not achieve the kind of dramatic unity that transports you . you end up simply admiring this bit or that , this performance or that . 
",negative,"[{' negative': -9.055464e-07, ' positive': -13.834114, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"this painfully unfunny farce traffics in tired stereotypes and encumbers itself with complications . . . that have no bearing on the story . 
",negative,"[{' negative': 0.0, ' positive': -18.621841, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"a cautionary tale about the grandiosity of a college student who sees himself as impervious to a fall . 
",positive,"[{' negative': 0.0, ' positive': -17.09571, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"the film is all a little lit crit 101 , but it's extremely well played and often very funny . 
",positive,"[{' positive': -6.827632e-08, ' negative': -16.604843, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"a compelling film . 
",positive,"[{' positive': 0.0, ' negative': -17.427694, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"this is not the undisputed worst boxing movie ever , but it's certainly not a champion - the big loser is the audience . 
",negative,"[{' negative': 0.0, ' positive': -18.337044, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"the picture , scored by a perversely cheerful marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety . 
",negative,"[{' negative': 0.0, ' positive': -16.779707, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"one of the most genuinely sweet films to come along in quite some time . 
",positive,"[{' positive': 0.0, ' negative': -17.867058, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"whenever its story isn't bogged down by idiocy involving the cia and a lost u . s . satellite , hunter -- starring irwin and his american wife/colleague , terri -- is a movie children should enjoy . 
",negative,"[{' positive': -6.827632e-08, ' negative': -16.247467, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"rehearsals are frequently more fascinating than the results . last dance , whatever its flaws , fulfills one facet of its mission in making me want to find out whether , in this case , that's true . 
",positive,"[{' positive': -6.827632e-08, ' negative': -15.96579, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"if welles was unhappy at the prospect of the human race splitting in two , he probably wouldn't be too crazy with his great-grandson's movie splitting up in pretty much the same way . 
",negative,"[{' negative': -6.6619094e-07, ' positive': -14.186164, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"it reduces the complexities to bromides and slogans and it gets so preachy-keen and so tub-thumpingly loud it makes you feel like a chump just for sitting through it . 
",negative,"[{' negative': 0.0, ' positive': -18.786629, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"dull , if not devoid of wit , this shaggy dog longs to frisk through the back alleys of history , but scarcely manages more than a modest , snoozy charm . 
",negative,"[{' negative': -5.460492e-07, ' positive': -14.425461, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"it's mildly amusing , but i certainly can't recommend it . 
",negative,"[{' negative': -6.827632e-08, ' positive': -16.556007, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"slight but enjoyable documentary . 
",positive,"[{' positive': 0.0, ' negative': -17.67286, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"a charming and funny story of clashing cultures and a clashing mother/daughter relationship . 
",positive,"[{' positive': 0.0, ' negative': -17.142212, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"there is a certain sense of experimentation and improvisation to this film that may not always work , but it is nevertheless compelling . 
",positive,"[{' positive': -1.9765537e-06, ' negative': -13.111475, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", positive
"a sobering and powerful documentary about the most severe kind of personal loss : rejection by one's mother . 
",positive,"[{' negative': -0.20518169, ' positive': -1.6846967, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
"nobody seems to have cared much about any aspect of it , from its cheesy screenplay to the grayish quality of its lighting to its last-minute , haphazard theatrical release . 
",negative,"[{' negative': 0.0, ' positive': -19.930977, '!': -87.33654, '""': -87.33654, '#': -87.33654}]", negative
