input,gold_hard,llm_soft,llm_hard
"the router has plenty of power for any type of bit or wood i need to cut , and the speed control knob is easy to get to .",positive,"[{'positive': 0.0, 'negative': -17.10939, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
norton internet security 2004 is one of the more buggy implementations .,negative,"[{'negative': -1.8841804e-07, 'positive': -15.258995, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
i bought this slick phone and i am very happy with it .,positive,"[{'positive': 0.0, 'negative': -17.520172, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
it has a clear blue light that allows you to see everything on the screen easily .,positive,"[{'positive': 0.0, 'negative': -17.39592, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"as a portable player , it should feel a bit more durable .",negative,"[{'negative': -2.7728449e-05, 'positive': -10.491643, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"there 's even an equalizer ( under "" settings "" ) that allows you to adjust the sound for acoustic , bass booster , bass reducer , classical , dance , "" deep "" , and electronic .",positive,"[{'positive': 0.0, 'negative': -17.000006, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
battery life is not long enough if and only if you take a lot of video clips and play it back on the camera a lot of times . . . the camera/battery gets a little bit warm too when you use it for a long time but it 's normal .,negative,"[{'positive': -5.550595e-05, 'negative': -9.798685, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
it 's easy enough to pop it open to see what song you 're listening to .,positive,"[{'positive': 0.0, 'negative': -16.791357, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i only wanted something to play dvds on but this machine has all these other features that i probably will never use but it 's nice to know that there 're there .,positive,"[{'positive': 0.0, 'negative': -16.743126, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"having spent considerable time with professional video gear , i find onscreen displays annoying .",negative,"[{'negative': -3.076318e-07, 'positive': -14.750236, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"in a word , "" awesome "" is how i would describe this camera .",positive,"[{'positive': 0.0, 'negative': -17.671888, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"all at the same time , and all without a hitch .",positive,"[{'positive': -6.827632e-08, 'negative': -16.04255, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"apple closed their island to anything that resembled microsoft , and clearly let napster know it could not use their products with napster 's services .",negative,"[{'negative': -1.9765537e-06, 'positive': -13.137559, ' Negative': -87.13106, '!': -87.33654, '""': -87.33654}]",negative
overall this is the best phone i have ever owned .,positive,"[{'positive': 0.0, 'negative': -17.489746, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
can recommend the hitachi in this ergonomic arena -- at the price quoted on amazon it is a bargain .,positive,"[{'positive': 0.0, 'negative': -16.89836, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the program brings more problems than a virus , albeit not as major problems , just not what you expect for 70 bucks .",negative,"[{'negative': -6.827632e-08, 'positive': -15.666282, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"while i would like to give it 3 . 5 stars instead of 4 , i gave it a 4 because it has run well for me during the time i have owned it .",positive,"[{'positive': -6.827632e-08, 'negative': -15.948105, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i am very pleased with this product and the price to match and have n 't had any problems .,positive,"[{'positive': 0.0, 'negative': -16.93039, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i tried to use the fm radio option , but it doesn 't seem to really pick up the stations i listen , however i am going to try it in a different location , it may have just been my residential location .",negative,"[{'positive': -0.01233377, 'negative': -4.4015703, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the panorama setting is unbelievable ! .,positive,"[{'positive': 0.0, 'negative': -17.797081, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
very small .,positive,"[{'negative': -8.296486e-06, 'positive': -11.695793, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"in all fairness , customer reps are very nice , and they ( most of them ) try hard to answer your questions .",positive,"[{'positive': 0.0, 'negative': -17.932777, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"technology wise , i think this is awesome plus the speaker makes it even great ! . ! . ! . ! . i love this phone ! . ! . ! .",positive,"[{'positive': 0.0, 'negative': -17.589912, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"audio is mono and fairly acceptable , quiet also with little distortions .",positive,"[{'positive': -6.827632e-08, 'negative': -15.612159, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the sound is quite good , in terms of volume .",positive,"[{'positive': 0.0, 'negative': -17.725119, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
1 no direct firewire to the camera .,negative,"[{'negative': -1.8841804e-07, 'positive': -15.064125, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
the fact that has an open-source firmware makes it a great option in my opinion .,positive,"[{'positive': 0.0, 'negative': -18.192322, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the picture is perfect , although i 'm not watching on an hdtv .",positive,"[{'positive': -1.8841804e-07, 'negative': -15.357574, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
audio on video also lacking .,negative,"[{'negative': -1.8841804e-07, 'positive': -15.28157, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
apple 's ipod battery replacement service costs $100 ! .,negative,"[{'negative': -0.00032991965, 'positive': -8.016687, ' Negative': -87.26905, '!': -87.33654, '""': -87.33654}]",negative
i got this camera for an unbelievably low price at amazon .,positive,"[{'positive': 0.0, 'negative': -17.004042, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
- speakerphone,positive,"[{'negative': -0.0059248554, 'positive': -5.131558, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"really like it , easy to use , great images , very intuitive , fits in my jacket pocket .",positive,"[{'positive': 0.0, 'negative': -18.613678, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"oh , and the screen saver feature is pretty sweet ^ _ ^",positive,"[{'positive': 0.0, 'negative': -16.650063, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
so once i worked out the problem with the software this mp3 player is worth the money it cost .,positive,"[{'positive': 0.0, 'negative': -17.419884, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the micro seemed like an ipod for less .,positive,"[{'positive': 0.0, 'negative': -16.906782, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i gave it only 3 stars due to the fact that the 1st one broke when i dropped it from a fairly short distance ( less than 2 ft ) .,negative,"[{'negative': -1.3823812e-06, 'positive': -13.435038, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
the first night i got this phone i put it next to me when i went to bed just to listen to my favorite music station and the handset itself doesnt weight anything its too light and feel so comfy with it .,positive,"[{'positive': 0.0, 'negative': -17.11453, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the earbuds that come with it are n 't that bad .,positive,"[{'positive': -6.6619094e-07, 'negative': -14.128143, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the lens is visible in the viewfinder when the lens is set to the wide angle , but since i use the lcd most of the time , this is not really much of a bother to me .",negative,"[{'positive': -6.827632e-08, 'negative': -16.182678, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the phone does not have an mp3-player , fm radio , 200k+ color screen , megapixel camera , quad band , pda , photo editor .",negative,"[{'negative': -5.460492e-07, 'positive': -14.364609, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"no matter how accustomed to the phone you become , too much time is required to get to , open and close applications .",negative,"[{'negative': -1.8841804e-07, 'positive': -15.516861, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
all of the wireless components that i bought were a breeze to set up as well .,positive,"[{'positive': 0.0, 'negative': -17.631554, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"perhaps semantic could work out the efficiency a little , but these reviews are highly exaggerated . . . i would ask what else these people are running on their computers ( ? . )",positive,"[{'negative': -9.055464e-07, 'positive': -13.805396, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
it was no problem for me to use their software .,positive,"[{'positive': 0.0, 'negative': -17.712029, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
3 ) the case hides the display - you have to open it to see what you are doing .,negative,"[{'negative': -1.2946569e-05, 'positive': -11.246517, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
finding a particular song ( s ) or album on the nomad jukebox is fast and easy .,positive,"[{'positive': 0.0, 'negative': -17.443205, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i upgraded from nis 2003 , and the change in performance has not been noticeable .",positive,"[{'positive': -0.0024383771, 'negative': -6.0176353, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"finally , making playlists from the computer can be complicated because the tracks are listed individually , and are organized by cd , which are not listed but are organized in alphabetical order .",negative,"[{'negative': -0.0013482834, 'positive': -6.6095786, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"the tiny ( postage-stamp sized ) remote unit is wonderful : not only does it trigger the shutter , it can also be used to zoom and review pictures .",positive,"[{'positive': 0.0, 'negative': -17.571426, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the micro has an impressive array of very nice features and a well designed user interface .,positive,"[{'positive': 0.0, 'negative': -18.195778, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i have been impressed with the power of the hitachi m12v .,positive,"[{'positive': 0.0, 'negative': -18.612785, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i haven 't seen any problems yet , but if you don 't like to tinker a bit , this player can be a little challenging to set up .",negative,"[{'positive': -0.00852593, 'negative': -4.768894, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
- radio quality : weak reception,negative,"[{'negative': -1.1430258e-06, 'positive': -13.631415, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
the best 4 megapixel/4x optical zoom camera available and fairly easy to use .,positive,"[{'positive': 0.0, 'negative': -18.136168, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i was having intermittent problems with it losing connection .,negative,"[{'negative': -1.8841804e-07, 'positive': -15.499526, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"( you can do it one handed while still hanging on to the baby . ) also , we like using regular trash bags instead of having to worry about buying refills ( like with the diaper genie ) .",positive,"[{'positive': 0.0, 'negative': -17.115484, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"while they all seem to have their own positives and negatives , i picked the zen micro over the ipod mini , because i am not an apple person , never has been - i wanted something that is fully compatible with windows media player .",positive,"[{'positive': -1.7400124e-06, 'negative': -13.203523, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the good : 1 ) large lcd screen , colorful display , good resolution .",positive,"[{'positive': 0.0, 'negative': -18.41024, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"ripping & transferring tunes is basic , and pretty fast ( even on a 1 . 1 usb ) .",positive,"[{'positive': 0.0, 'negative': -17.202286, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i like the speak phone function a lot .,positive,"[{'positive': 0.0, 'negative': -18.523558, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"and it does an excellent job of keeping the odor contained , which the diaper genie never did ! .",positive,"[{'positive': -6.827632e-08, 'negative': -16.064156, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"its sleek design , large memory capacity , compatibility with itunes , and ease of use makes this one of the best portable digital listening devices on the market .",positive,"[{'positive': 0.0, 'negative': -18.808882, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"our special friends at creative gave this thing good sound quality , great features , long battery life , and an unbeatable price .",positive,"[{'positive': 0.0, 'negative': -17.731619, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
they are not wow able good .,negative,"[{'negative': -1.8601542e-06, 'positive': -13.170061, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"as i mentioned before , the creative mediasource software is actually really robust despite what others have said , though notmad may still work better .",positive,"[{'positive': -6.827632e-08, 'negative': -16.10228, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"for those of us that like to tinker , i think creative offers some advantages .",positive,"[{'positive': 0.0, 'negative': -17.765753, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
-user 's guide doesn 't cover a lot of important info that is covered on their website .,negative,"[{'negative': -1.8841804e-07, 'positive': -15.297409, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"ease of use/design : the ipod is a very easy to use mp3 player , and if you can 't figure this out , you shouldn 't even own one .",positive,"[{'positive': -0.005310106, 'negative': -5.240783, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"it has lots of little cute features , my favorite being the games and the pim ( personal information manager -- i . e . organizer ) , and the radio ! .",positive,"[{'positive': 0.0, 'negative': -17.939795, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
works perfectly with my netgear wireless paramecia .,positive,"[{'positive': 0.0, 'negative': -16.662956, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
- uploading music is quick and easy .,positive,"[{'positive': -6.827632e-08, 'negative': -16.507034, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
4- looks great .,positive,"[{'positive': -6.827632e-08, 'negative': -16.263336, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"all that said , i am a little disappointed with the quality of the pictures from the camera .",negative,"[{'negative': -1.8841804e-07, 'positive': -15.493171, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"i know this unit will have problems in the future and the $ 40 for the 2 year "" no questions asked "" replacement warranty will be worth it , since creative will only warrant it for 90 days - which in itself is totally ridiculous ! .",negative,"[{'negative': -0.050394516, 'positive': -3.0129645, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
overall it is a great value .,positive,"[{'positive': 0.0, 'negative': -17.820526, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
now this router is not the cheapest on the market .,negative,"[{'negative': -1.6207987e-06, 'positive': -13.323586, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
2 ) 4mp is about right for the target market of this camera ( semi-serious amateur photographer ),positive,"[{'positive': -5.460492e-07, 'negative': -14.402435, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the canon computer software used to download , sort , upload and manage your digital pictures on the computer is very nice and very easy to use .",positive,"[{'positive': 0.0, 'negative': -18.441818, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the only complaint i have is that when you push in the scroll wheel to select , you have to push straight in or it sticks .",negative,"[{'negative': -0.00068993546, 'positive': -7.279193, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
the scroll button is overly sensitive at times ; . not sensitive enough at others .,negative,"[{'negative': -2.5744682e-06, 'positive': -12.868958, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
it really is an awesome camera that is hard to beat for general-to moderate snapping .,positive,"[{'positive': 0.0, 'negative': -17.796623, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the nokia 660 runs the symbian os , which works pretty well for most standard phone fare , most of the stuff is not that intuitive , but if you actually learn how to use it all , there 's plenty of neat tie-ins .",positive,"[{'positive': 0.0, 'negative': -16.981316, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"once you set it up , it 's great .",positive,"[{'positive': 0.0, 'negative': -18.170563, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
2- it is bulky and the small buttons on the sides are sloppy to use .,negative,"[{'negative': -4.277735e-07, 'positive': -14.574074, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
the more subtle tones that were included with the phone are hard to hear at times .,negative,"[{'negative': -6.031526e-06, 'positive': -12.009191, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"with the plunge lift all my bit changing has been done above the table , although i still have to reach below the table to operate the spindle lock ( and , of course , the speed and on/off controls ) .",negative,"[{'positive': -9.055464e-07, 'negative': -13.868507, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
what a disappointment ! .,negative,"[{'negative': -6.827632e-08, 'positive': -16.580116, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
i 've also had the nomad zen lock-up several times .,negative,"[{'positive': -4.277735e-07, 'negative': -14.541832, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"while i was trying to play half life 2 it started popping up with "" alerts "" every twenty seconds ( literally ) , warning me my antivirus protection was off .",negative,"[{'negative': -4.277735e-07, 'positive': -14.590369, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
diaper champ is great .,positive,"[{'positive': 0.0, 'negative': -17.689919, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"battery life is very good , i use it every day and i have to charge it every 5 or 6 days or so .",positive,"[{'positive': -6.827632e-08, 'negative': -16.554276, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
learning how to use it will not take very long .,positive,"[{'positive': -6.827632e-08, 'negative': -16.152878, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
it is light enough to carry around all day without bother .,positive,"[{'positive': 0.0, 'negative': -17.594398, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"features : really , there aren 't any features , unless you call the games a feature .",negative,"[{'negative': -9.055464e-07, 'positive': -13.926445, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"the headphones which came with it are mediocre at best but what can you expect from a set of "" ear buds "" .",negative,"[{'negative': -5.4364154e-06, 'positive': -12.111577, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
at 8 ounces it is pretty light but not as light as the ipod .,positive,"[{'positive': -1.1430258e-06, 'negative': -13.595711, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"overall , i 've been very impressed with the player .",positive,"[{'positive': 0.0, 'negative': -18.303427, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i send my camera to nikon for servicing , took them a whole 6 weeks to diagnose the problem .",negative,"[{'negative': -1.8841804e-07, 'positive': -15.310135, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
accessing files by artist and album ( i mostly look things up by artist ) is easy and intuitive .,positive,"[{'positive': 0.0, 'negative': -17.599152, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"-- > will not automatically transfer songs with identical titles ( if you have live albums or greatest hits albums , this will cause you inordinate frustration ) .",negative,"[{'negative': -3.051303e-06, 'positive': -12.685397, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
a wise investment for the pocketbook & for the nose ! . ! . ! .,positive,"[{'positive': 0.0, 'negative': -17.758636, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"as an engineer , i am embarrassed for the engineering profession when such crap is released for sale .",negative,"[{'negative': -1.8841804e-07, 'positive': -15.282555, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"first , the zen lets you sync to more than one computer .",positive,"[{'positive': 0.0, 'negative': -17.525993, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
i 'm not overly fond of green but when i used this hitachi m12v it turns out that now i 'm very fond of it .,positive,"[{'positive': 0.0, 'negative': -17.573326, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"from day one , we 've had hangups , crashes , glitches , continual reboots , long shutdowns due to "" cc app . exe "" program running which is a norton program .",negative,"[{'negative': -6.827632e-08, 'positive': -15.634216, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
i am getting better speeds on all my web programs .,positive,"[{'positive': 0.0, 'negative': -18.354696, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
sound : this is where i love zen the most .,positive,"[{'positive': 0.0, 'negative': -17.10305, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
since zen does not have an external antenna it has some problems catching weak signals but it works .,negative,"[{'positive': -2.693682e-06, 'negative': -12.810756, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"styling/ergonomics : the keys are small , which generally doesn 't bother me if they are spaced because i can employ a little 'braille , ' but the keys run into each other , so careful attn . must be paid when dialing .",negative,"[{'negative': -1.2622395e-06, 'positive': -13.506166, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"i only have one complaint , and that is the 8mb card included .",negative,"[{'negative': -3.7684315e-06, 'positive': -12.4622135, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
dependability : i 've seen no glitches .,positive,"[{'positive': -1.8841804e-07, 'negative': -15.362946, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"otherwise , this player is awesome ! .",positive,"[{'positive': 0.0, 'negative': -17.112394, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
camera is a paper weight .,positive,"[{'negative': -6.827632e-08, 'positive': -15.880401, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
this player is not worth any price and i recommend that you do n 't purchase it .,negative,"[{'negative': 0.0, 'positive': -17.125626, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
the panel seems like it will come off very easily as other people have said .,negative,"[{'negative': -0.042229142, 'positive': -3.1856844, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"however , it does not play windows media and i can not get it to play any of my dix rips .",negative,"[{'negative': -6.827632e-08, 'positive': -15.567406, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"3660 had similar features , but that is big in size .",positive,"[{'negative': -0.0022517913, 'positive': -6.0971155, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"the sound is great , the portability , etc . . . all the "" stuff "" you expect from a good mp-3 player , this zen micro has it .",positive,"[{'positive': 0.0, 'negative': -17.463972, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
battery life is good for a phone of this size .,positive,"[{'positive': 0.0, 'negative': -17.269796, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
don 't care about sunlight : it 's tft .,positive,"[{'positive': -0.011702645, 'negative': -4.45378, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"1 ) great sound ( > 98db signal-to-noise ratio beats ipod 's "" unspecified "" ratio ) and good power output allow the zen xtra to drive large head-phones as well as external speakers .",positive,"[{'positive': -6.827632e-08, 'negative': -15.943718, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
very simple and painless .,positive,"[{'positive': -6.827632e-08, 'negative': -15.877495, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"n6600 supports midi , wav , arm , mp3 etc .",positive,"[{'positive': -6.827632e-08, 'negative': -16.536201, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
the phone itself is pretty nice .,positive,"[{'positive': 0.0, 'negative': -18.130857, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"it 's fast , feels great in your hand and looks great too .",positive,"[{'positive': 0.0, 'negative': -18.76386, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the range is terrific , i am using this for my home and i was transferring at 50+mbs from my backyard .",positive,"[{'positive': 0.0, 'negative': -17.588387, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
such a small zoom length that you would think that the zoom would be silent since it hardly zooms in . . . wrong ! .,negative,"[{'negative': -5.0778563e-06, 'positive': -12.176128, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
it has a few inconveniences : one is that the songs do not automatically play one after another like on a cd .,negative,"[{'negative': -1.1430258e-06, 'positive': -13.674065, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
it 's as though nokia has segregated 90% of the screen for fancy features rarely used and leave just 10% for the day to day use .,negative,"[{'negative': -4.277735e-07, 'positive': -14.558349, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
it comes with a good case that fits it snugly .,positive,"[{'positive': 0.0, 'negative': -17.141357, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
we use the cheap $1 . 99 13 gallon vanilla scented bags from the grocery store but you can use any bag you have laying around .,positive,"[{'positive': -1.8841804e-07, 'negative': -15.523979, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"what i dont like : nothing much except headphones , belt clip design .",negative,"[{'negative': -1.0444119e-05, 'positive': -11.4609, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"overall , i am very pleased with it .",positive,"[{'positive': 0.0, 'negative': -17.929153, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"apart from speed , the signal is consistent and works without interruptions , etc .",positive,"[{'positive': 0.0, 'negative': -17.037924, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
it does take some getting used to .,negative,"[{'positive': -0.1217068, 'negative': -2.1663768, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"other plusses : changeable battery , loads of presets for environments , decent construction , still quite small and light despite being slightly bigger than an ipod .",positive,"[{'positive': 0.0, 'negative': -17.177544, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"it had issues right off the bat , with freezing up , staying in 'shutting down ' mode , and just not functioning very well in general .",negative,"[{'negative': 0.0, 'positive': -16.935463, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
i 've had this camera just over 2 years and it takes pretty good pictures .,positive,"[{'positive': 0.0, 'negative': -17.41697, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"it plays basically every media i 've tested so far , even an old vcd that i ripped years ago and the rental dvd that could n 't be played on my old $ 200 sharp player ! .",positive,"[{'positive': 0.0, 'negative': -17.433105, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"my gut tells me the nomad will in the long run be , at best , a 40gb portable hard drive , albeit one on which i can 't create folders , or , at worst , a very expensive lesson in companies never to buy products from again ( i have their audigy sound card and find it in many ways equally frustrating ) .",negative,"[{'negative': -9.055464e-07, 'positive': -13.91684, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"the camera does a great job with exposure and prints made with my professional printer looks great ( not as good as prints from my pro digital camera , but still very good ) .",positive,"[{'positive': 0.0, 'negative': -17.53122, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
mediasource did not recognize my tags ! .,negative,"[{'negative': -1.8841804e-07, 'positive': -15.380637, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
"the sound is great , and the volume is more than satisfactory for commutes and shutting out external noise .",positive,"[{'positive': 0.0, 'negative': -18.070967, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"i can tell using the phone that it feels a little flimsier than motorola's do , but as long as i 'm not planning on dropping the phone or running over it with my car it should be just fine .",positive,"[{'positive': -1.3661821e-05, 'negative': -11.201726, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
all in all i am pleased with the router .,positive,"[{'positive': 0.0, 'negative': -17.411156, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
it also has a voice recorder and fm radio that you can only get on an ipod if you but an adapter seperately .,positive,"[{'positive': -3.076318e-07, 'negative': -15.0215225, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"these include : mp3 , wave , wma , wma pro , and wma loss less ; . it is very user-friendly simply by right-clicking the file ( s ) to be converted .",positive,"[{'positive': -6.827632e-08, 'negative': -15.852585, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the "" scene "" mode works well for the remainder of shots that are not going to be in a "" regular "" setting .",positive,"[{'positive': -6.827632e-08, 'negative': -16.423363, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the battery life is less than stellar , but it charges w/ the quickness .",positive,"[{'positive': -0.0011825524, 'negative': -6.7407, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"transfering is easy , the software makes everything pretty easy .",positive,"[{'positive': 0.0, 'negative': -17.843567, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",positive
"the zooming lever is shaky , i hope it does not operate mechanically , otherwise you 'll feel uneasy .",negative,"[{'negative': -1.843017e-05, 'positive': -10.901134, '!': -87.33654, '""': -87.33654, '#': -87.33654}]",negative
