gold_hard,input,llm_soft,llm_hard
disgust,[ The previous incident holds good here also.],"[{' shame': -0.6467664, ' guilt': -0.74401844, ' sadness': -7.1828685, ' fear': -8.902968, ' anger': -8.906441}]", shame
shame,Being sexually assulted in public.,"[{' shame': -0.06547944, ' fear': -2.7935143, ' disgust': -6.8432345, ' anger': -6.9724917, ' sadness': -9.073139}]", shame
joy,"When I opened my TE Score envelope, and saw I got into Physiotherapy.","[{' joy': 0.0, ' fear': -20.638449, ' sadness': -21.51384, ' shame': -21.91097, ' guilt': -22.788067}]", joy
disgust,Doing poorly on a midterm.,"[{' shame': -0.2848196, ' sadness': -1.4635917, ' guilt': -4.109023, ' fear': -11.020911, ' disgust': -12.2492895}]", shame
joy,When I got the scholarship I was very happy as the finacial burden of the family was reduced.,"[{' joy': 0.0, ' fear': -21.888227, ' sadness': -22.97048, ' anger': -23.741585, ' shame': -24.473267}]", joy
fear,A certain night during initiation. ,"[{' shame': -0.16307093, ' fear': -1.8969347, ' guilt': -7.9289317, ' disgust': -9.502617, ' sadness': -12.762458}]", shame
guilt,When I hit my young sister without a valid reason.,"[{' guilt': -0.26888132, ' shame': -1.4449372, ' anger': -12.535451, ' sadness': -13.641363, ' disgust': -14.672842}]", guilt
sadness,I have been thinking of changing my major for a few months.  My original major was Chinese language and it blocks my way.  I have to face many problems at the sametime and I do not know what is real and virtuous.  I do not know if I am not interested in Chinese or if there are other factors which make me sad.  I am not very clear on what I can do for the study of Communication and Journalism.  I am not clear about what I can do.  What are the limitations ?   I hesitate but I feel more adjusted now.,"[{' sadness': -0.23249339, ' guilt': -2.0549574, ' shame': -2.5828047, ' fear': -5.5800424, ' anger': -11.892626}]", sadness
joy,I finished my homework; an important task.,"[{' joy': 0.0, ' guilt': -20.839806, ' fear': -20.900162, ' sadness': -21.422255, ' shame': -21.581978}]", joy
shame,My girlfriend was away visiting another city and I brought another girl home. Next morning when I started getting sober I felt quite ashamed of myself.,"[{' shame': -1.7400124e-06, ' guilt': -13.240023, ' fear': -19.265465, ' sadness': -19.402521, ' disgust': -20.283342}]", shame
sadness,A father of 4 children killed in an accident.,"[{' sadness': -6.2699432e-06, ' guilt': -12.132245, ' shame': -13.94753, ' anger': -16.184813, ' fear': -18.296087}]", sadness
sadness,When a class-mate died.,"[{' sadness': -3.076318e-07, ' shame': -15.39196, ' guilt': -16.508202, ' fear': -18.127502, ' anger': -19.434143}]", sadness
disgust,Maltreatment of children.,"[{' shame': -0.71429193, ' sadness': -1.0836234, ' disgust': -2.2787602, ' anger': -2.7007954, ' fear': -6.2096224}]", shame
fear,When I was looking for a job I felt a lot of fear but the fear was greater when I found it.,"[{' fear': 0.0, ' anger': -21.973417, ' joy': -22.490934, ' guilt': -23.32721, ' shame': -23.751701}]", fear
guilt,I told my parents (or more realistically) would not do what they wanted me to do anymore. I guess I sort of betrayed them after all they had done for me.,"[{' guilt': -0.04434954, ' shame': -3.1404414, ' sadness': -9.06163, ' anger': -14.31327, ' disgust': -16.473885}]", guilt
fear,When I was an exploration with my friends and almost got lost in an unfamiliar environment.  It was getting dark and we did not know how to get back home.,"[{' fear': 0.0, ' sadness': -19.854706, ' anger': -20.77549, ' joy': -22.782644, ' guilt': -22.880615}]", fear
anger,Being insulted in public for the wrong reason.,"[{' shame': -0.20147759, ' anger': -1.7014623, ' disgust': -10.428261, ' sadness': -10.631157, ' guilt': -11.965836}]", shame
fear,"When I went up the stairs in a high, dark house full of shadows, passed a door and had the feeling that someone or something was behind me, although I knew I was alone.","[{' fear': 0.0, ' anger': -20.133942, ' sadness': -20.515455, ' joy': -20.955956, ' disgust': -21.962646}]", fear
guilt,"Having failed to help with the 5th of March arrangements (Women's Day), although I had previously promised to take part in the work.","[{' shame': -0.43167418, ' guilt': -1.0486405, ' sadness': -8.716891, ' anger': -13.681003, ' disgust': -15.278759}]", shame
sadness,Watching suffering in Third World country.,"[{' sadness': -0.00012596205, ' shame': -9.315205, ' guilt': -10.5974, ' disgust': -12.1236, ' fear': -12.4827}]", sadness
joy,When I had achieved a goal indirectly. I work for CAL Football and our 2nd win of the season was very gratifying and brought our joy because of the hard work involved and the fact that no one expected we would win.,"[{' joy': 0.0, ' fear': -21.931808, ' anger': -22.876453, ' sadness': -23.161146, ' guilt': -24.456543}]", joy
joy,My friend told me he really likes me.,"[{' joy': 0.0, ' fear': -21.694145, ' sadness': -22.117628, ' shame': -22.44307, ' guilt': -23.39739}]", joy
anger,"I was very angry when my friend lost my practical's journal, which I needed to study for the exams.","[{' anger': 0.0, ' fear': -18.093216, ' sadness': -21.057648, ' disgust': -22.31964, ' shame': -22.925766}]", anger
joy,"Begining the week-end with my girlfriend : cozyness, beer and wine.","[{' joy': 0.0, ' sadness': -19.727102, ' fear': -21.937607, ' guilt': -22.522968, ' anger': -22.871109}]", joy
fear,When I was going to bring back my girlfriend to LA to meet my parents.,"[{' joy': -0.0030640976, ' fear': -5.9283495, ' shame': -8.524822, ' guilt': -8.563405, ' sadness': -11.882626}]", joy
anger,"A friend got angry and drove ""like a lunatic"" with me and others in his car. I was angry about his dangerous driving.","[{' anger': -6.6619094e-07, ' fear': -14.156853, ' disgust': -20.871155, ' sadness': -20.904076, ' shame': -21.13382}]", anger
disgust,"When I was a child, one day while playing, I fell up to my waist in mud.","[{' shame': -0.007140781, ' disgust': -5.005523, ' fear': -8.3935995, ' sadness': -9.363883, ' guilt': -9.428489}]", shame
shame,Saw the film about Eight Nations Army conquering Beijing.,"[{' joy': -0.65279293, ' anger': -0.8380042, ' fear': -3.4218967, ' shame': -4.5734015, ' sadness': -5.7887106}]", joy
shame,I took the tram without paying. There were many people around me when I was caught by a controller. I felt ashamed but also angry.,"[{' shame': -8.3996834e-05, ' anger': -9.408218, ' guilt': -13.450545, ' fear': -14.841323, ' sadness': -16.081879}]", shame
sadness,"I had to terminate a training because I wasn't suited for it. I was very sad about this, because I very much wanted to finish that training.","[{' sadness': 0.0, ' shame': -18.407143, ' anger': -18.764084, ' joy': -18.777237, ' fear': -20.342176}]", sadness
anger,"I live by myself and a few weeks ago was woke by a man on the end of my bed coming up my bed at me. I was really angry, told him to get out. He was surprised, hesitated; I started to move towards him and he backed off - kept telling him - loudly, but firmly to go. Because I'd got the initiative, I succeeded. A very powerful message.","[{' anger': -1.6207987e-06, ' fear': -13.330049, ' disgust': -19.309053, ' shame': -20.65651, ' sadness': -21.337954}]", anger
guilt,[ No response.],"[{' joy': -0.2600341, ' sadness': -2.667947, ' anger': -2.7128997, ' shame': -3.2361388, ' guilt': -3.6591735}]", joy
fear,When I almost drowned myself in the municipal swimming pool that I use to go almost not excaping.,"[{' shame': -0.3274301, ' fear': -1.286361, ' guilt': -5.9222937, ' sadness': -8.21791, ' disgust': -12.687988}]", shame
joy,When my favourite football team made a goal and was about to win the Cup of England.,"[{' joy': 0.0, ' fear': -21.579453, ' sadness': -22.653576, ' anger': -22.833187, ' shame': -24.29469}]", joy
shame,"I just opened the bathroom without knocking not knowing that someone was bathing inside, it happened to be my father.","[{' shame': -0.0006511063, ' guilt': -7.353511, ' disgust': -11.753847, ' fear': -13.368655, ' anger': -13.988778}]", shame
anger,When I got the feeling that I had to do all the housekeeping while my boyfriend didn't do anything. This happened in a period of exams when I had to study very hard.,"[{' anger': -0.4229232, ' shame': -1.744876, ' guilt': -1.8316985, ' sadness': -4.637622, ' disgust': -8.008426}]", anger
joy,The first time I really fell in love with a girl.,"[{' joy': -6.827632e-08, ' sadness': -15.745795, ' shame': -17.716583, ' guilt': -19.203674, ' fear': -19.551506}]", joy
shame,A conflict with a pupil and there were probatory teachers present.,"[{' shame': -0.017357422, ' anger': -4.1858377, ' guilt': -6.2718353, ' fear': -9.57769, ' sadness': -10.583855}]", shame
disgust,My friend promised to take me out for a movie but he didn't turn up.,"[{' sadness': -0.11819043, ' anger': -2.1954076, ' shame': -8.926059, ' disgust': -10.83179, ' guilt': -11.843173}]", sadness
disgust,"Yesterday in the elevator a man started smoking, this is something I just can not tolerate.","[{' anger': -0.45585972, ' disgust': -1.0048633, ' fear': -13.053537, ' shame': -14.737613, ' sadness': -15.806643}]", anger
shame,"I felt ashamed of my body in spite of knowing that it is more or less beautiful and also knowing that my boyfriend considers me beautiful, but this was only in the beginning.","[{' shame': -7.8540467e-07, ' guilt': -13.9629135, ' fear': -17.774673, ' sadness': -18.266258, ' disgust': -19.902855}]", shame
shame,About Sweden's arms exports.,"[{' shame': -0.8537468, ' disgust': -1.1758142, ' fear': -1.8149743, ' anger': -2.7201102, ' sadness': -3.437464}]", shame
fear,I felt fear when I fell down and broke my leg into pieces and I could not feel it at all.,"[{' fear': 0.0, ' anger': -22.147667, ' sadness': -23.401459, ' guilt': -23.498806, ' joy': -23.525234}]", fear
shame,[ I have not felt this emotion in my life.],"[{' shame': -0.33242634, ' joy': -1.5087569, ' guilt': -3.5006921, ' sadness': -3.5214064, ' fear': -6.424101}]", shame
fear,I have a fobic anxiety for elevators. This anxiety is worst at the moment when the doors have to open. I have it often in the elevator at our university.,"[{' fear': 0.0, ' anger': -19.80924, ' sadness': -20.455587, ' joy': -20.923248, ' disgust': -21.198982}]", fear
shame,When I tripped while getting on a bus.,"[{' shame': -1.2231317e-05, ' sadness': -11.86926, ' guilt': -12.760853, ' fear': -13.2687645, ' anger': -14.412671}]", shame
disgust,I was told I shouldn't visit my sister because the holiday was short.,"[{' guilt': -0.37994978, ' shame': -1.3677351, ' sadness': -2.7915783, ' fear': -9.612959, ' anger': -10.589224}]", guilt
joy,When I was sick my husband bought me a piece of cake.,"[{' joy': 0.0, ' sadness': -20.750227, ' guilt': -21.200203, ' shame': -22.681639, ' fear': -22.89154}]", joy
shame,I saw a bag on the street and just then a stranger passed by.  I picked up the bag immediately and gave it to the stranger as I thought that it belonged to him.  But it was not his bag and I felt ashamed.,"[{' shame': -1.8841804e-07, ' guilt': -15.528336, ' fear': -19.041359, ' sadness': -19.397606, ' disgust': -20.95935}]", shame
disgust,"When, for example, someone is calumnating.","[{' anger': -0.029560806, ' shame': -3.5499232, ' disgust': -7.889858, ' guilt': -10.946239, ' sadness': -12.252262}]", anger
shame,"When my mother looked in my drawer (where I keep my personal things) and she found some porno photos that I have kept from more than a week, and split it.","[{' shame': -0.013712747, ' guilt': -4.29983, ' disgust': -10.533145, ' anger': -10.863711, ' fear': -13.385752}]", shame
anger,"My parents thought that I didn't do my best to pass the final examination (secondary school). When I achieved a good grade they said nothing, but if I had had a bad grade they would have become very angry.","[{' shame': -0.47964635, ' guilt': -0.9734131, ' anger': -5.9161696, ' sadness': -8.035677, ' fear': -8.592066}]", shame
anger,I received a poor grade on a midterm even though I got all the right answers and knew the material. I went to the TA to try to raise my grade and he wouldn't do it.,"[{' anger': -0.027280526, ' shame': -3.8289237, ' sadness': -5.355993, ' guilt': -8.058896, ' disgust': -8.870993}]", anger
fear,I was afraid when my first boyfriend threatened to make an end to our relationship because he didn't love me enough while I loved him very much.,"[{' fear': -4.1080762e-05, ' sadness': -10.115901, ' shame': -14.638553, ' guilt': -15.070331, ' anger': -18.692919}]", fear
fear,I was alone in a cottage I often stay in.  I was woken up by a rustling sound in the middle of the night.,"[{' fear': 0.0, ' anger': -20.877556, ' joy': -22.445395, ' sadness': -22.806095, ' disgust': -23.300282}]", fear
shame,When I confessed to my girl-friend (now my wife) that I had betrayed her with another woman.,"[{' guilt': -0.5468128, ' shame': -0.86479074, ' sadness': -9.63333, ' anger': -13.464369, ' disgust': -13.585592}]", guilt
anger,"When my friend, as usual, forgot the tickets at home for a performance.  We missed it.","[{' sadness': -0.061760727, ' anger': -2.839791, ' shame': -6.6298456, ' guilt': -9.280976, ' disgust': -10.121804}]", sadness
sadness,"When my grandmother, my second mother died.","[{' sadness': -1.8841804e-07, ' guilt': -15.776665, ' shame': -16.07875, ' anger': -18.790108, ' joy': -19.519615}]", sadness
fear,"Together with a little brother I biked on a lonely road in the Polder. Then we were annoyed by a boy on a motorbike: he took over, stopped, took over, etc. Then we saw he had something in his hand, we turned until we came across a man, who accompanied us.","[{' anger': -0.27783826, ' fear': -1.4166015, ' disgust': -10.238905, ' joy': -12.621297, ' shame': -12.995916}]", anger
fear,"When I was cycling to school, I nearly got knocked down by a car which (overtook me too closely) did not give me any swerving space.","[{' fear': -0.01014632, ' anger': -4.5957556, ' disgust': -15.5389, ' shame': -16.062208, ' sadness': -16.251379}]", fear
guilt,"When I am in an environment or with a person much worse off than me, I realize how privileged I am.","[{' shame': -0.8309432, ' guilt': -1.1637757, ' joy': -1.3792831, ' sadness': -8.245524, ' disgust': -10.377482}]", shame
guilt,"I felt very guilty when a student, sitting in front of me in the exam, asked me a few questions and I did not show him the answers,  though I knew them.","[{' guilt': -2.3360508e-06, ' shame': -12.959108, ' fear': -19.513422, ' anger': -20.952356, ' sadness': -21.322351}]", guilt
disgust,My brother gave me a beating because he could not beat me verbally.,"[{' anger': -0.0015421616, ' shame': -7.0323114, ' fear': -7.3654723, ' sadness': -10.736428, ' guilt': -12.98217}]", anger
sadness,Finding out that the university will give first priority to qualified practioners and clinical years to go to your English lectures.,"[{' joy': -6.827632e-08, ' shame': -16.628014, ' sadness': -17.001663, ' fear': -17.18631, ' guilt': -17.632072}]", joy
shame,The discovery that one has only thought of oneself.,"[{' shame': -0.44132796, ' guilt': -1.0305384, ' disgust': -12.90267, ' sadness': -13.968245, ' anger': -15.303846}]", shame
shame,I met a woman who was looking for our house. She stopped me but I ran away. When I arrived at home I found the same woman and she told my parents what had happened so I felt ashamed.,"[{' shame': -1.8841804e-07, ' guilt': -15.401459, ' fear': -17.162514, ' sadness': -18.907333, ' anger': -20.429916}]", shame
shame,"When I had insulted my father two years back, at that time I was very angry due to some reasons.","[{' anger': 0.0, ' fear': -18.355024, ' shame': -18.369148, ' guilt': -19.008652, ' sadness': -19.848646}]", anger
joy,I was very happy when I found out that I had passed with flying colours and that I had made it to the university.,"[{' joy': 0.0, ' fear': -21.924948, ' sadness': -23.417711, ' anger': -23.838484, ' shame': -24.423367}]", joy
disgust,"Some people were unfairly treated, because of their nationality/colour.","[{' anger': -0.07628846, ' shame': -2.7338202, ' sadness': -4.8610096, ' disgust': -7.273058, ' guilt': -10.588877}]", anger
guilt,The results of the mid term examinations were very poor.,"[{' sadness': -0.15569249, ' shame': -1.94004, ' guilt': -8.490478, ' anger': -8.58908, ' disgust': -9.696486}]", sadness
guilt,"When I realised that I had rejected a boy, who was fallen in love with me, rather bluntly four times.","[{' shame': -0.3740977, ' guilt': -1.1650906, ' sadness': -8.541684, ' disgust': -14.501049, ' anger': -15.587941}]", shame
sadness,[ No response.],"[{' joy': -0.22842889, ' anger': -2.778386, ' sadness': -2.8298004, ' shame': -3.358182, ' guilt': -3.7673922}]", joy
guilt,I felt guilty the other day because I took two pieces of bread instead of one in the Cafeteria and some of the girls were short of bread.,"[{' guilt': -9.055464e-07, ' shame': -13.898445, ' fear': -20.145409, ' sadness': -21.681038, ' anger': -22.087364}]", guilt
anger,When people without my permission pry in my belongings and take things out of it.,"[{' anger': -0.0102415215, ' disgust': -4.914256, ' shame': -5.880046, ' guilt': -10.148128, ' fear': -11.81962}]", anger
guilt,[ Not applicable.],"[{' joy': -0.04307945, ' anger': -4.2249794, ' fear': -4.6743126, ' shame': -4.942608, ' sadness': -5.20602}]", joy
sadness,I dreamt of my father's death while I was at secondary school.  I was screaming at the top of my voice and was woken up by my friend.  That day I was really sad.,"[{' sadness': 0.0, ' shame': -18.572485, ' joy': -19.003159, ' anger': -19.059937, ' fear': -19.242851}]", sadness
shame,When I saw my father coming out of the bathroom. He thought that he was alone at home and came out without his clothes.,"[{' shame': -0.00023714808, ' disgust': -8.554367, ' fear': -10.171989, ' guilt': -12.218391, ' anger': -14.214822}]", shame
disgust,In broad daylight I saw an untidy old man pissing and playing with his penis in the middle of the town.,"[{' disgust': -0.0010407129, ' shame': -6.8828835, ' anger': -11.164096, ' fear': -14.212153, ' sadness': -15.237421}]", disgust
joy,My old friend visited me in the university.,"[{' joy': 0.0, ' sadness': -20.047438, ' fear': -23.026138, ' guilt': -23.261505, ' shame': -23.840641}]", joy
fear,"One night we were having a barbecue on the beach and I needed to go to my car, which was far away from the beach.  It was very dark as there were no street lamps.  I ran in the dark, very scared, I ran as fast as possible.","[{' fear': 0.0, ' joy': -20.890877, ' anger': -21.137886, ' sadness': -23.455353, ' guilt': -24.056692}]", fear
fear,Stranded in the north of Fraser Island with a submerged 4 WD hire vehicle.,"[{' fear': -0.0047304644, ' shame': -5.5095673, ' sadness': -7.4588547, ' guilt': -9.926918, ' anger': -10.037743}]", fear
sadness,When I was told that my father had passed away.,"[{' sadness': -1.8841804e-07, ' shame': -16.380974, ' guilt': -16.732048, ' anger': -17.465897, ' fear': -18.301468}]", sadness
anger,"When I heard on the radio that the football match in Belgium had ended in a catastrophe, and several people had died.  I could not  understand how normal people could behave in such a way.","[{' anger': -0.3224566, ' disgust': -1.8085788, ' sadness': -2.2229233, ' shame': -5.7371445, ' fear': -8.427452}]", anger
anger,"When, after a week at school, a teacher sent a note home saying that my son was inattentive and unable to do his lessons.","[{' shame': -0.015258221, ' guilt': -4.5449057, ' sadness': -5.5264964, ' anger': -7.634109, ' fear': -10.2134695}]", shame
shame,Being criticized by teacher in public.,"[{' shame': -2.3435998e-05, ' guilt': -11.053398, ' anger': -12.381751, ' fear': -13.30799, ' sadness': -13.389434}]", shame
joy,Some time ago a close relative of mine got off cheap with the worst.,"[{' anger': -0.6437304, ' shame': -0.7825396, ' disgust': -4.115174, ' guilt': -7.249443, ' sadness': -7.840774}]", anger
anger,"When I was deputy manager during the Summer, certain deputies took liberties, more than what was normal.","[{' anger': -0.05305483, ' shame': -2.9864883, ' disgust': -7.0975566, ' guilt': -7.924759, ' sadness': -11.038276}]", anger
shame,"Recently, I left my bag in the car of someone who picked me up while hitch-hiking. I spent some effort to find out where he lived (I succeeded).","[{' guilt': -0.37500003, ' shame': -1.1663208, ' fear': -6.7769237, ' sadness': -10.149032, ' anger': -11.017989}]", guilt
disgust,A condition in which I was disgusted followed when I lost money on my way home from the college.,"[{' disgust': -8.5358415e-06, ' anger': -11.751556, ' shame': -14.858261, ' fear': -14.87664, ' sadness': -16.58155}]", disgust
joy,Receiving my result slip (pass) on my birthday.,"[{' joy': 0.0, ' sadness': -22.442556, ' fear': -22.803104, ' guilt': -23.993803, ' shame': -24.578629}]", joy
joy,"When I got through the examination for my driver licence, and when I finished I knew I had passed it.","[{' joy': 0.0, ' fear': -20.710333, ' sadness': -23.119926, ' shame': -23.626915, ' guilt': -23.82676}]", joy
sadness,"Christmas Eve: there was a tension between my parents, they did not even try to restore a harmonic atmosphere. Mother stayed in her room almost the whole day. I felt alone and was very sad.","[{' sadness': 0.0, ' anger': -17.79689, ' shame': -17.826124, ' joy': -18.61287, ' guilt': -18.710052}]", sadness
shame,In a fight with my girlfriend in a luncheonette where everybody stared at me in such a way that I had to leave it.,"[{' shame': -0.0087329885, ' anger': -4.7535753, ' sadness': -9.909917, ' guilt': -10.697408, ' fear': -13.638531}]", shame
anger,"A friend of mine uses butter instead of oil when he is cooking. I am always angry about that, because it is an unnecessary luxury. Recently we both were cooking and he wanted to use butter again. When I had already put the oil into the pan, he poured it out again and put the butter into the pan.","[{' anger': 0.0, ' disgust': -16.785934, ' fear': -17.645172, ' sadness': -18.97203, ' shame': -19.371185}]", anger
disgust,"While reading Olli Jalonen's new book, the distant, cold and selfish relationships between people (in the book) made me feel disgusted.","[{' disgust': -4.277735e-07, ' anger': -14.594367, ' fear': -18.066566, ' shame': -19.278854, ' sadness': -19.796562}]", disgust
sadness,A good friend of mine died. During the funeral I felt an intense feeling of sadness.,"[{' sadness': 0.0, ' shame': -19.759201, ' anger': -20.10243, ' joy': -20.289154, ' fear': -20.644058}]", sadness
joy,"After sitting for the Standard 8 Exams for the second time in 1979, I had great joy when I heard that I was successful in the Examination when the results were out.","[{' joy': 0.0, ' fear': -21.610046, ' anger': -23.831839, ' sadness': -23.893248, ' shame': -24.561653}]", joy
fear,When biking and I felt very bad (problems with heart and respiration).,"[{' fear': -0.00060965546, ' sadness': -7.591445, ' shame': -9.623046, ' guilt': -10.6867285, ' anger': -11.267784}]", fear
joy,When I qualified for form I.,"[{' joy': 0.0, ' shame': -20.091276, ' sadness': -20.383589, ' fear': -20.616295, ' guilt': -21.672195}]", joy
anger,I had just seen my pseudo-girlfriend and our conversation angered me greatly.,"[{' anger': 0.0, ' fear': -18.773468, ' sadness': -20.614233, ' disgust': -21.267014, ' shame': -22.614233}]", anger
anger,When present boyfriend's mother approached my parents and self - to leave her son alone - as she did not want me for a future daughter-in-law.,"[{' shame': -0.0047117197, ' anger': -5.7415504, ' sadness': -6.9189873, ' guilt': -8.068447, ' fear': -9.08012}]", shame
joy,When I was finally able to return to a job that I enjoyed doing after several months absence (I was not needed during this time).,"[{' joy': 0.0, ' sadness': -22.46693, ' fear': -23.270397, ' guilt': -24.404137, ' anger': -24.5938}]", joy
anger,"While at school I had to write an essay for doing something wrong that I didn't do. I wrote the essay about how I was mistreated and got Saturday morning detention along with a few other kids, but they didn't show up.","[{' shame': -0.03819377, ' anger': -3.7213829, ' guilt': -4.331483, ' sadness': -9.267846, ' disgust': -10.541604}]", shame
guilt,My younger sister was almost run over by a lorry.,"[{' fear': -6.827632e-08, ' anger': -16.394188, ' sadness': -16.738312, ' guilt': -20.447716, ' disgust': -20.512589}]", fear
shame,When I forgot a promise made to a friend of mine.,"[{' guilt': -0.3347473, ' shame': -1.2571563, ' sadness': -10.854675, ' disgust': -17.047272, ' anger': -17.417135}]", guilt
shame,Immediately after the New Year holidays I happened to visit a party where there was a lot of alcohol and I became drunk. On the next day I felt sort of ashamed when I remembered what I had said and done on the night before.,"[{' shame': -1.5006569e-06, ' guilt': -13.416947, ' fear': -18.863663, ' sadness': -19.25888, ' disgust': -20.089998}]", shame
joy,I was very happy when I passed the B.A with first class marks.,"[{' joy': 0.0, ' fear': -21.597517, ' sadness': -22.954443, ' anger': -23.302032, ' shame': -24.031578}]", joy
disgust,"Ever since I have been a child, the sight of any kind of wound.","[{' disgust': -0.16159429, ' fear': -1.9154929, ' sadness': -6.290019, ' shame': -9.596035, ' guilt': -10.791088}]", disgust
joy,"A person with whom I had been on bad terms, gave me a present. We became reconciled.","[{' joy': 0.0, ' sadness': -20.826912, ' guilt': -21.846054, ' shame': -22.599836, ' fear': -22.64324}]", joy
sadness,Since I moved into the dorms and I've been spending most of my free time with my boyfriend. I hardly see my old high school friends. I had several bad incidents with my 2 past best friends.,"[{' shame': -0.23677206, ' guilt': -1.7031798, ' sadness': -3.5504467, ' anger': -11.744331, ' fear': -12.4330225}]", shame
anger,"The landlord had selected a new lodger on her own, while we used to do that it was not what she had done, but how she did it that made me angry.","[{' anger': 0.0, ' fear': -18.750128, ' sadness': -21.059921, ' disgust': -21.192862, ' shame': -22.507658}]", anger
joy,Got in touch with earlier friends after a long absence.,"[{' joy': 0.0, ' sadness': -18.68749, ' guilt': -20.848862, ' shame': -21.989164, ' fear': -22.787169}]", joy
anger,Two years back someone invited me to be the tutor of her grand-daughter.  The grand-daughter asked me some questions in mathematics so I taught her.  However she did not listen to me and this made me feel unhappy.  The second year it was the same.  When I entered university the girl's parents suggested that I be employed as their daghters tutor.  They told me that at university  there was no homework and I would have a lot of time so they made a time-table  for me which required me to be the tutor five days a week.  They did not respect me and anyway I had another child to teach.,"[{' anger': -0.5708491, ' shame': -1.2201946, ' sadness': -2.236697, ' guilt': -3.4767556, ' disgust': -6.206774}]", anger
disgust,After learning on the news about this man who killed more than 300 women and habitually copulated into their inert bodies.,"[{' disgust': -0.00043581732, ' fear': -8.709831, ' anger': -8.944261, ' shame': -9.046189, ' sadness': -10.751618}]", disgust
joy,Third highest grade in the class and the best answer given for one question (the question was graded by the professor and he indicated he liked my answer).,"[{' joy': 0.0, ' fear': -19.372183, ' shame': -19.904104, ' sadness': -20.812965, ' anger': -21.232183}]", joy
disgust,When one of my friends started misbehaving.,"[{' shame': -0.050019912, ' anger': -3.1759582, ' guilt': -5.241136, ' disgust': -6.935861, ' sadness': -7.208314}]", shame
fear,I had a car accident.,"[{' fear': -0.0052722953, ' shame': -5.78746, ' sadness': -6.7821503, ' guilt': -6.8524394, ' anger': -13.200697}]", fear
sadness,When I received my results and found out that I could not go to a school of my choice.,"[{' sadness': -0.00051447254, ' shame': -7.5783114, ' guilt': -12.821811, ' anger': -15.636958, ' disgust': -16.312298}]", sadness
guilt,I did not deliver a message on time.,"[{' guilt': -0.48172602, ' shame': -0.9616072, ' sadness': -12.388494, ' anger': -13.469114, ' disgust': -15.281682}]", guilt
joy,"When I received the letter informing that I had been accepted to be a Chinese university student, I was excited as I had longed for it.","[{' joy': 0.0, ' fear': -21.31311, ' sadness': -23.303885, ' anger': -23.658415, ' shame': -24.470694}]", joy
guilt,"I felt guilty when I ""stole"" the boyfriend of a friend of mine.","[{' guilt': -1.5006569e-06, ' shame': -13.404321, ' fear': -20.945953, ' anger': -22.24745, ' sadness': -22.274801}]", guilt
shame,When I wet my head (or bed ?) one day my sister discovered it and reported it to the other siblings. So my mother had to scold me.,"[{' shame': -0.0056535793, ' guilt': -5.198303, ' anger': -9.54451, ' sadness': -10.238487, ' fear': -12.409363}]", shame
fear,I had fear of my father (parents) when I first became pregnant. I was afraid of delivery itself and whether I would give birth to a stiiborn or a baby.,"[{' fear': 0.0, ' joy': -20.445135, ' anger': -21.422056, ' guilt': -21.957405, ' sadness': -22.032494}]", fear
disgust,"When I went to report a stolen good at the police station, the woman-officer-in-charge was very rude and did not seem to have respect for anyone.","[{' anger': -0.00011058788, ' disgust': -9.798213, ' shame': -9.841266, ' sadness': -13.4988575, ' fear': -14.904864}]", anger
sadness,A friend breaking up with her boyfriend.,"[{' sadness': 0.0, ' anger': -17.556702, ' shame': -17.698143, ' guilt': -20.47435, ' disgust': -21.09246}]", sadness
joy,"An encounter with a man whom I love, after a very long separation.","[{' joy': 0.0, ' sadness': -18.828413, ' fear': -20.57093, ' guilt': -21.929358, ' shame': -22.369087}]", joy
joy,Hearing Fran Wilde introduce the Bill.,"[{' joy': 0.0, ' fear': -19.98391, ' sadness': -20.01104, ' shame': -20.151344, ' guilt': -21.564201}]", joy
fear,"When I was ringing up a guy who was my teen idol, and was in Auckland. I was really scared, I didn't know what to say or do.","[{' fear': 0.0, ' joy': -20.097595, ' shame': -21.417654, ' anger': -22.281052, ' sadness': -23.381369}]", fear
guilt,"When I see that my mother forces my little brother (15 years) to work very hard for school. I don't agree that she constantly puts him to work, but I don't tell it to her, so nothing changes.","[{' guilt': -0.14262743, ' shame': -2.5646396, ' sadness': -3.3579667, ' anger': -3.8574405, ' fear': -10.211314}]", guilt
shame,Failing in an examn because of lazyness.,"[{' shame': -0.0684427, ' guilt': -2.716285, ' sadness': -10.329009, ' disgust': -14.965476, ' fear': -16.181053}]", shame
joy,"[ Any situation in everyday life has this emotional sense, in class, in the street, at home, at the table..........]","[{' joy': -0.002538163, ' sadness': -6.3711443, ' guilt': -8.043286, ' anger': -8.271634, ' fear': -8.476239}]", joy
shame,I was swimming in the river and I lost the top of my bikini.  I did not notice it and came out of water.  There was a disagreeable classmate watching the scene.,"[{' shame': -3.2735214e-05, ' guilt': -10.963259, ' fear': -11.705591, ' disgust': -12.004549, ' sadness': -14.335763}]", shame
sadness,Finding out that life span in China is shorter than in the West.,"[{' sadness': -0.0017492711, ' shame': -6.6309223, ' fear': -8.182726, ' anger': -9.088083, ' guilt': -10.662531}]", sadness
shame,I found I was pregnant and unmarried.,"[{' shame': -7.398424e-05, ' guilt': -9.617337, ' fear': -12.023412, ' sadness': -13.567189, ' disgust': -15.5313015}]", shame
